# quest_id,title,description,objectives_text,reward_text,reward_xp,reward_gold,reward_item1,reward_item2,prev_quest,min_level,kill_obj1_display,kill_obj1_count,kill_obj2_display,kill_obj2_count,kill_obj3_display,kill_obj3_count,kill_obj4_display,kill_obj4_count,creature_entry,poi_x,poi_y
5844,Welcome!,"Welcome to the World of Warcraft!

As special thanks for purchasing the World of Warcraft Collector's Edition, turn in this gift voucher to Vorn Skyseer in Bloodhoof Village. You'll then be given a gift: a little companion to join you on your quest for adventure and glory.

Thanks again, and enjoy your stay in the World of Warcraft!",,"You are indeed a special hero, $N. We welcome you to the world of Azeroth, and offer you one of these unique gifts!",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-2328.0,-382.0
5847,Welcome!,"Welcome to the World of Warcraft!

As special thanks for purchasing the World of Warcraft Collector's Edition, turn in this gift voucher to Claire Willower in Brill. You'll then be given a gift: a little companion to join you on your quest for adventure and glory.

Thanks again, and enjoy your stay in the World of Warcraft!",,"You are indeed a special hero, $N. We welcome you to the world of Azeroth, and offer you one of these unique gifts!",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2286.0,248.0
5921,Moonglade,"All druids are welcome in the sacred lands of Moonglade, regardless of the current tensions in the Cenarion Circle between Arch Druid Staghelm and Keeper Remulos - Moonglade's guardian. Now that you're learning the ways of the Claw, I'll teach you the spell that lets you transport yourself there. Cast it whenever you seek Moonglade's knowledge or solace.

As for your first lesson, travel to Moonglade and speak with Dendrite Starblaze in Nighthaven about the path you're now on. Good luck, young druid.",,"\""And so it begins. Father Cenarius. And so it begins.\""

Dendrite makes a quick, invisible gesture in the air above him. A slight aura of power falls over him.

\""The first perspective of nature you must adapt to is that of the bear. I will put you on the path to understanding this aspect of druidic life, but it is you that must embrace it and propagate it - now and forever!\""",340,0,0,0,0,10,0,0,0,0,0,0,0,0,4217,8020.0,-2679.0
5922,Moonglade,"All druids are welcomed to the sacred lands of Moonglade, tauren and night elf alike. Keeper Remulos - Moonglade's guardian - keeps watch over all druids who hibernate there. Now that you're learning the ways of the Claw, I'll teach you the spell that lets you transport yourself there. Cast it whenever you seek Moonglade's knowledge or solace.

As for your first lesson, travel to Moonglade and speak with Dendrite Starblaze in Nighthaven about the path you're now on. Good luck, young druid.",,"\""And so it begins. Father Cenarius. And so it begins.\""

Dendrite makes a quick, invisible gesture in the air above him. A slight aura of power falls over him.

\""The first perspective of nature you must adapt to is that of the bear. I will put you on the path to understanding this aspect of druidic life, but it is you that must embrace it and propagate it - now and forever!\""",340,0,0,0,0,10,0,0,0,0,0,0,0,0,3033,8020.0,-2679.0
5923,Heeding the Call,"Excuse me, friend...

It has come to my attention that Mathrengyl Bearwalker has put out word that he wishes to speak with you. It seems that your training as a druid is about to take on a new life, and he will be training you personally. Mathrengyl is the direct assistant to the Arch Druid himself, and is one of the most sage and august druids you'll find in Teldrassil.

He is located in the Cenarion Enclave of Darnassus, on the second floor of Fandral Staghelm's tree.",,"I am glad you found your way here today. young $c. The time has come for you to take a large step into a much larger world.

Inside each of Cenarius' children is the call to serve nature. Animals and plants are our friends as well as our charges. We choose to devote our lives as preservers of balance for their sakes as well as our own. Your first step into this world will be to learn of the ways of the bear, and to learn strength of body and heart.

Ready yourself!",170,0,0,0,0,10,0,0,0,0,0,0,0,0,3602,10179.0,2564.0
5924,Heeding the Call,"Excuse me, friend...

It has come to my attention that Mathrengyl Bearwalker has put out word that he wishes to speak with you. It seems that your training as a druid is about to take on a new life, and he will be training you personally. Mathrengyl is the direct assistant to the Arch Druid himself, and is one of the most sage and august druids you'll find in Teldrassil.

He is located in the Cenarion Enclave of Darnassus, on the second floor of Fandral Staghelm's tree.",,"I am glad you found your way here today. young $c. The time has come for you to take a large step into a much larger world.

Inside each of Cenarius' children is the call to serve nature. Animals and plants are our friends as well as our charges. We choose to devote our lives as preservers of balance for their sakes as well as our own. Your first step into this world will be to learn of the ways of the bear, and to learn strength of body and heart.

Ready yourself!",170,0,0,0,0,10,0,0,0,0,0,0,0,0,5505,10179.0,2564.0
5925,Heeding the Call,"Excuse me, friend...

It has come to my attention that Mathrengyl Bearwalker has put out word that he wishes to speak with you. It seems that your training as a druid is about to take on a new life, and he will be training you personally. Mathrengyl is the direct assistant to the Arch Druid himself, and is one of the most sage and august druids you'll find in Teldrassil.

He is located in the Cenarion Enclave of Darnassus, on the second floor of Fandral Staghelm's tree.",,"I am glad you found your way here today. young $c. The time has come for you to take a large step into a much larger world.

Inside each of Cenarius' children is the call to serve nature. Animals and plants are our friends as well as our charges. We choose to devote our lives as preservers of balance for their sakes as well as our own. Your first step into this world will be to learn of the ways of the bear, and to learn strength of body and heart.

Ready yourself!",170,0,0,0,0,10,0,0,0,0,0,0,0,0,16721,10179.0,2564.0
5926,Heeding the Call,"Excuse me, friend...

It has come to my attention that Turak Runetotem has put out word that he wishes to speak with you. It seems that your training as a druid is about to take on a new life, and he will be training you personally. Turak is one of the Arch Druid's assistants; he is known as a wise and patient druid, and he should teach you well.

He is located in Thunder Bluff, inside the Cenarion Circle's main tent on the Elder Rise.",,"I am glad you found your way here today. young $c. The time has come for you to take a large step into a much larger world.

Inside each of Cenarius' children is the call to serve nature. Animals and plants are our friends as well as our charges. We choose to devote our lives as preservers of balance for their sakes as well as our own. Your first step into this world will be to learn of the ways of the bear, and to learn strength of body and heart.

Ready yourself!",170,0,0,0,0,10,0,0,0,0,0,0,0,0,3064,-1039.0,-282.0
5927,Heeding the Call,"Excuse me, friend...

It has come to my attention that Turak Runetotem has put out word that he wishes to speak with you. It seems that your training as a druid is about to take on a new life, and he will be training you personally. Turak is one of the Arch Druid's assistants; he is known as a wise and patient druid, and he should teach you well.

He is located in Thunder Bluff, inside the Cenarion Circle's main tent on the Elder Rise.",,"I am glad you found your way here today. young $c. The time has come for you to take a large step into a much larger world.

Inside each of Cenarius' children is the call to serve nature. Animals and plants are our friends as well as our charges. We choose to devote our lives as preservers of balance for their sakes as well as our own. Your first step into this world will be to learn of the ways of the bear, and to learn strength of body and heart.

Ready yourself!",170,0,0,0,0,10,0,0,0,0,0,0,0,0,3060,-1039.0,-282.0
5928,Heeding the Call,"Excuse me, friend...

It has come to my attention that Turak Runetotem has put out word that he wishes to speak with you. It seems that your training as a druid is about to take on a new life, and he will be training you personally. Turak is one of the Arch Druid's assistants; he is known as a wise and patient druid, and he should teach you well.

He is located in Thunder Bluff, inside the Cenarion Circle's main tent on the Elder Rise.",,"I am glad you found your way here today. young $c. The time has come for you to take a large step into a much larger world.

Inside each of Cenarius' children is the call to serve nature. Animals and plants are our friends as well as our charges. We choose to devote our lives as preservers of balance for their sakes as well as our own. Your first step into this world will be to learn of the ways of the bear, and to learn strength of body and heart.

Ready yourself!",170,0,0,0,0,10,0,0,0,0,0,0,0,0,16655,-1039.0,-282.0
5929,Great Bear Spirit,"In the northwest part of Moonglade resides the home of a wise and noble being we call the Great Bear Spirit. For all druids, it has served as a tutor and mentor into the first true natural understanding of the bear. All druids at one point seek the spirit's wisdom, and you shall be no exception.

Go to the Great Bear Spirit now and learn what it will teach. When it is satisfied with you, return to me here in Nighthaven. We will then see if you have truly taken account of the lessons it teaches.",Return to Dendrite Starblaze at Nighthaven in Moonglade.,"Dendrite makes another invisible gesture in the air above him as you approach. Another aura of power comes over him. and he smiles ever so slightly.

\""I sense wisdom in you, young one, that was not present when we first met. You gaze upon me with strength and knowing intent, though this intent is yet not focused. You will now learn to focus your strength and adopt the nature of the bear into your work.\""",510,0,0,0,5921,10,0,0,0,0,0,0,0,0,11802,8020.0,-2679.0
